timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz]
2026/08/15 04:00:10.179, 0 %, 89943 MiB, 89.17 W, 39, 2340 MHz
2026/08/15 04:00:15.179, 98 %, 89943 MiB, 382.91 W, 47, 2415 MHz
2026/08/15 04:00:20.180, 95 %, 89943 MiB, 384.23 W, 49, 2415 MHz
2026/08/15 04:00:25.180, 0 %, 89943 MiB, 90.81 W, 40, 2340 MHz
2026/08/15 04:00:30.181, 0 %, 89943 MiB, 89.36 W, 39, 2340 MHz
2026/08/15 04:00:35.182, 0 %, 89943 MiB, 89.53 W, 38, 2340 MHz
2026/08/15 04:00:40.182, 97 %, 89943 MiB, 360.22 W, 47, 2415 MHz
2026/08/15 04:00:45.183, 0 %, 89943 MiB, 93.92 W, 42, 2340 MHz
2026/08/15 04:00:50.183, 0 %, 89943 MiB, 90.62 W, 40, 2340 MHz
2026/08/15 04:00:55.184, 0 %, 89943 MiB, 88.45 W, 39, 2340 MHz
2026/08/15 04:01:00.184, 97 %, 89943 MiB, 386.26 W, 46, 2415 MHz
2026/08/15 04:01:05.185, 97 %, 89943 MiB, 385.29 W, 48, 2415 MHz
2026/08/15 04:01:10.185, 0 %, 89943 MiB, 90.86 W, 41, 2340 MHz
2026/08/15 04:01:15.186, 0 %, 89943 MiB, 89.97 W, 39, 2340 MHz
2026/08/15 04:01:20.186, 0 %, 89943 MiB, 89.92 W, 38, 2340 MHz
2026/08/15 04:01:25.187, 97 %, 89943 MiB, 384.13 W, 47, 2415 MHz
2026/08/15 04:01:30.187, 0 %, 89943 MiB, 323.02 W, 43, 2422 MHz
2026/08/15 04:01:35.188, 0 %, 89943 MiB, 88.46 W, 40, 2340 MHz
2026/08/15 04:01:40.189, 0 %, 89943 MiB, 88.44 W, 39, 2340 MHz
2026/08/15 04:01:45.189, 35 %, 89943 MiB, 100.81 W, 38, 2340 MHz
2026/08/15 04:01:50.190, 98 %, 89945 MiB, 377.12 W, 47, 2415 MHz
2026/08/15 04:01:55.190, 0 %, 89945 MiB, 97.90 W, 42, 2340 MHz
2026/08/15 04:02:00.191, 0 %, 89945 MiB, 88.94 W, 40, 2340 MHz
2026/08/15 04:02:05.191, 0 %, 89945 MiB, 89.83 W, 39, 2340 MHz
2026/08/15 04:02:10.192, 98 %, 89945 MiB, 381.82 W, 46, 2415 MHz
2026/08/15 04:02:15.193, 98 %, 89945 MiB, 384.13 W, 48, 2415 MHz
2026/08/15 04:02:20.193, 0 %, 89945 MiB, 89.41 W, 41, 2340 MHz
2026/08/15 04:02:25.194, 0 %, 89945 MiB, 88.93 W, 39, 2340 MHz
2026/08/15 04:02:30.194, 0 %, 89945 MiB, 88.39 W, 38, 2340 MHz
2026/08/15 04:02:35.195, 98 %, 89945 MiB, 383.58 W, 46, 2415 MHz
2026/08/15 04:02:40.195, 0 %, 89945 MiB, 271.97 W, 42, 2370 MHz
2026/08/15 04:02:45.196, 0 %, 89945 MiB, 88.43 W, 40, 2340 MHz
2026/08/15 04:02:50.196, 0 %, 89945 MiB, 89.47 W, 39, 2340 MHz
2026/08/15 04:02:55.197, 97 %, 89945 MiB, 140.30 W, 41, 2317 MHz
2026/08/15 04:03:00.197, 98 %, 89945 MiB, 382.29 W, 48, 2415 MHz
2026/08/15 04:03:05.198, 0 %, 89945 MiB, 89.99 W, 41, 2340 MHz
2026/08/15 04:03:10.199, 0 %, 89945 MiB, 90.01 W, 39, 2340 MHz
2026/08/15 04:03:15.199, 0 %, 89945 MiB, 88.67 W, 39, 2340 MHz
2026/08/15 04:03:20.200, 98 %, 89945 MiB, 386.10 W, 46, 2415 MHz
2026/08/15 04:03:25.200, 98 %, 89945 MiB, 384.81 W, 48, 2415 MHz
2026/08/15 04:03:30.201, 0 %, 89945 MiB, 88.93 W, 41, 2340 MHz
2026/08/15 04:03:35.201, 0 %, 89945 MiB, 89.08 W, 39, 2340 MHz
2026/08/15 04:03:40.202, 0 %, 89945 MiB, 89.80 W, 38, 2340 MHz
2026/08/15 04:03:45.203, 98 %, 89945 MiB, 383.90 W, 46, 2415 MHz
2026/08/15 04:03:50.203, 0 %, 89945 MiB, 206.95 W, 42, 2340 MHz
2026/08/15 04:03:55.204, 0 %, 89945 MiB, 89.89 W, 40, 2340 MHz
2026/08/15 04:04:00.204, 0 %, 89945 MiB, 88.44 W, 39, 2340 MHz
2026/08/15 04:04:05.205, 79 %, 89945 MiB, 176.66 W, 44, 2340 MHz
2026/08/15 04:04:10.205, 97 %, 89945 MiB, 383.72 W, 48, 2415 MHz
2026/08/15 04:04:15.206, 0 %, 89945 MiB, 89.40 W, 41, 2340 MHz
2026/08/15 04:04:20.206, 0 %, 89945 MiB, 88.48 W, 39, 2340 MHz
2026/08/15 04:04:25.207, 0 %, 89945 MiB, 87.97 W, 38, 2340 MHz
2026/08/15 04:04:30.207, 97 %, 89945 MiB, 382.64 W, 46, 2415 MHz
2026/08/15 04:04:35.208, 97 %, 89945 MiB, 384.19 W, 48, 2415 MHz
2026/08/15 04:04:40.208, 0 %, 89945 MiB, 90.85 W, 40, 2340 MHz
2026/08/15 04:04:45.209, 0 %, 89945 MiB, 89.41 W, 39, 2340 MHz
2026/08/15 04:04:50.209, 0 %, 89945 MiB, 89.63 W, 38, 2340 MHz
2026/08/15 04:04:55.210, 97 %, 89945 MiB, 383.83 W, 47, 2415 MHz
2026/08/15 04:05:00.211, 0 %, 89945 MiB, 154.60 W, 42, 2340 MHz
2026/08/15 04:05:05.211, 0 %, 89945 MiB, 90.42 W, 40, 2340 MHz
2026/08/15 04:05:10.212, 0 %, 89945 MiB, 88.48 W, 39, 2340 MHz
2026/08/15 04:05:15.212, 97 %, 89945 MiB, 193.95 W, 45, 2407 MHz
2026/08/15 04:05:20.213, 98 %, 89945 MiB, 384.49 W, 48, 2415 MHz
2026/08/15 04:05:25.213, 0 %, 89945 MiB, 89.88 W, 41, 2340 MHz
2026/08/15 04:05:30.214, 0 %, 89945 MiB, 89.82 W, 39, 2340 MHz
2026/08/15 04:05:35.214, 0 %, 89945 MiB, 88.18 W, 39, 2340 MHz
2026/08/15 04:05:40.215, 98 %, 89945 MiB, 382.99 W, 46, 2415 MHz
2026/08/15 04:05:45.215, 98 %, 89945 MiB, 384.60 W, 48, 2415 MHz
2026/08/15 04:05:50.216, 0 %, 89945 MiB, 89.41 W, 40, 2340 MHz
2026/08/15 04:05:55.217, 0 %, 89945 MiB, 90.32 W, 39, 2340 MHz
2026/08/15 04:06:00.217, 0 %, 89945 MiB, 89.16 W, 38, 2340 MHz
2026/08/15 04:06:05.218, 97 %, 89945 MiB, 375.69 W, 47, 2415 MHz
2026/08/15 04:06:10.218, 0 %, 89945 MiB, 112.06 W, 42, 2340 MHz
2026/08/15 04:06:15.219, 0 %, 89945 MiB, 90.26 W, 40, 2340 MHz
2026/08/15 04:06:20.219, 0 %, 89945 MiB, 88.91 W, 39, 2340 MHz
2026/08/15 04:06:25.220, 98 %, 89945 MiB, 209.63 W, 45, 2415 MHz
2026/08/15 04:06:30.220, 97 %, 89945 MiB, 384.29 W, 48, 2415 MHz
2026/08/15 04:06:35.221, 0 %, 89945 MiB, 88.44 W, 41, 2340 MHz
2026/08/15 04:06:40.222, 0 %, 89945 MiB, 89.87 W, 40, 2340 MHz
2026/08/15 04:06:45.222, 0 %, 89945 MiB, 88.43 W, 39, 2340 MHz
2026/08/15 04:06:50.223, 98 %, 89945 MiB, 383.36 W, 46, 2415 MHz
2026/08/15 04:06:55.224, 98 %, 89945 MiB, 383.78 W, 48, 2415 MHz
2026/08/15 04:07:00.224, 0 %, 89945 MiB, 89.47 W, 40, 2340 MHz
2026/08/15 04:07:05.225, 0 %, 89945 MiB, 88.53 W, 39, 2340 MHz
2026/08/15 04:07:10.225, 0 %, 89945 MiB, 87.88 W, 38, 2340 MHz
2026/08/15 04:07:15.226, 71 %, 89945 MiB, 360.89 W, 47, 2415 MHz
2026/08/15 04:07:20.226, 0 %, 89945 MiB, 94.46 W, 42, 2340 MHz
2026/08/15 04:07:25.227, 0 %, 89945 MiB, 89.41 W, 40, 2340 MHz
2026/08/15 04:07:30.228, 0 %, 89945 MiB, 89.36 W, 39, 2340 MHz
2026/08/15 04:07:35.228, 98 %, 89945 MiB, 368.92 W, 45, 2415 MHz
2026/08/15 04:07:40.229, 98 %, 89945 MiB, 383.89 W, 47, 2415 MHz
2026/08/15 04:07:45.229, 0 %, 89945 MiB, 89.02 W, 41, 2340 MHz
2026/08/15 04:07:50.230, 0 %, 89945 MiB, 89.47 W, 39, 2340 MHz
2026/08/15 04:07:55.230, 0 %, 89945 MiB, 88.45 W, 38, 2340 MHz
2026/08/15 04:08:00.231, 98 %, 89945 MiB, 383.55 W, 47, 2415 MHz
2026/08/15 04:08:05.232, 98 %, 89945 MiB, 384.53 W, 48, 2415 MHz
2026/08/15 04:08:10.232, 0 %, 89945 MiB, 90.47 W, 40, 2340 MHz
2026/08/15 04:08:15.233, 0 %, 89945 MiB, 89.85 W, 39, 2340 MHz
2026/08/15 04:08:20.233, 0 %, 89945 MiB, 91.89 W, 38, 2340 MHz
2026/08/15 04:08:25.234, 98 %, 89945 MiB, 375.10 W, 47, 2407 MHz
2026/08/15 04:08:30.234, 0 %, 89945 MiB, 96.72 W, 42, 2340 MHz
2026/08/15 04:08:35.235, 0 %, 89945 MiB, 89.90 W, 40, 2340 MHz
2026/08/15 04:08:40.236, 0 %, 89945 MiB, 89.47 W, 39, 2340 MHz
2026/08/15 04:08:45.236, 98 %, 89945 MiB, 382.99 W, 46, 2415 MHz
2026/08/15 04:08:50.237, 97 %, 89945 MiB, 383.81 W, 47, 2415 MHz
2026/08/15 04:08:55.237, 0 %, 89945 MiB, 90.46 W, 41, 2340 MHz
2026/08/15 04:09:00.238, 0 %, 89945 MiB, 88.76 W, 39, 2340 MHz
2026/08/15 04:09:05.239, 0 %, 89945 MiB, 89.25 W, 38, 2340 MHz
2026/08/15 04:09:10.239, 98 %, 89945 MiB, 383.21 W, 47, 2415 MHz
2026/08/15 04:09:15.240, 97 %, 89945 MiB, 384.93 W, 48, 2415 MHz
2026/08/15 04:09:20.240, 0 %, 89945 MiB, 89.95 W, 40, 2340 MHz
2026/08/15 04:09:25.241, 0 %, 89945 MiB, 90.80 W, 39, 2340 MHz
2026/08/15 04:09:30.241, 0 %, 89945 MiB, 88.78 W, 38, 2340 MHz
2026/08/15 04:09:35.242, 98 %, 89945 MiB, 373.72 W, 47, 2415 MHz
2026/08/15 04:09:40.243, 0 %, 89945 MiB, 93.85 W, 42, 2340 MHz
2026/08/15 04:09:45.243, 0 %, 89945 MiB, 88.87 W, 40, 2340 MHz
2026/08/15 04:09:50.244, 0 %, 89945 MiB, 89.53 W, 39, 2340 MHz
2026/08/15 04:09:55.244, 98 %, 89945 MiB, 385.07 W, 46, 2415 MHz
2026/08/15 04:10:00.245, 98 %, 89945 MiB, 383.59 W, 48, 2415 MHz
2026/08/15 04:10:05.245, 0 %, 89945 MiB, 90.32 W, 41, 2340 MHz
2026/08/15 04:10:10.246, 0 %, 89945 MiB, 90.38 W, 39, 2340 MHz
2026/08/15 04:10:15.246, 0 %, 89945 MiB, 88.93 W, 38, 2340 MHz
2026/08/15 04:10:20.247, 97 %, 89945 MiB, 382.03 W, 47, 2415 MHz
2026/08/15 04:10:25.248, 97 %, 89945 MiB, 384.64 W, 48, 2415 MHz
2026/08/15 04:10:30.248, 0 %, 89945 MiB, 89.87 W, 40, 2340 MHz
2026/08/15 04:10:35.249, 0 %, 89945 MiB, 88.93 W, 39, 2340 MHz
2026/08/15 04:10:40.249, 0 %, 89945 MiB, 88.93 W, 38, 2340 MHz
2026/08/15 04:10:45.250, 98 %, 89945 MiB, 363.36 W, 47, 2415 MHz
2026/08/15 04:10:50.250, 0 %, 89945 MiB, 93.87 W, 42, 2340 MHz
2026/08/15 04:10:55.251, 0 %, 89945 MiB, 88.81 W, 40, 2340 MHz
2026/08/15 04:11:00.251, 0 %, 89945 MiB, 89.17 W, 39, 2340 MHz
2026/08/15 04:11:05.252, 98 %, 89945 MiB, 384.90 W, 46, 2415 MHz
2026/08/15 04:11:10.253, 98 %, 89945 MiB, 384.17 W, 48, 2415 MHz
2026/08/15 04:11:15.253, 0 %, 89945 MiB, 91.34 W, 40, 2340 MHz
2026/08/15 04:11:20.254, 0 %, 89945 MiB, 88.91 W, 39, 2340 MHz
2026/08/15 04:11:25.254, 0 %, 89945 MiB, 90.33 W, 38, 2340 MHz
2026/08/15 04:11:30.255, 98 %, 89945 MiB, 382.20 W, 47, 2415 MHz
2026/08/15 04:11:35.255, 0 %, 89945 MiB, 299.73 W, 43, 2422 MHz
2026/08/15 04:11:40.256, 0 %, 89945 MiB, 89.37 W, 40, 2340 MHz
2026/08/15 04:11:45.256, 0 %, 89945 MiB, 88.16 W, 39, 2340 MHz
2026/08/15 04:11:50.257, 0 %, 89945 MiB, 109.94 W, 40, 2340 MHz
2026/08/15 04:11:55.257, 97 %, 89945 MiB, 377.34 W, 47, 2415 MHz
2026/08/15 04:12:00.258, 0 %, 89945 MiB, 98.12 W, 42, 2340 MHz
2026/08/15 04:12:05.258, 0 %, 89945 MiB, 90.11 W, 40, 2340 MHz
2026/08/15 04:12:10.259, 0 %, 89945 MiB, 89.36 W, 39, 2340 MHz
2026/08/15 04:12:15.260, 98 %, 89945 MiB, 387.95 W, 46, 2415 MHz
2026/08/15 04:12:20.260, 98 %, 89945 MiB, 384.09 W, 48, 2415 MHz
2026/08/15 04:12:25.261, 0 %, 89945 MiB, 91.19 W, 40, 2340 MHz
2026/08/15 04:12:30.261, 0 %, 89945 MiB, 89.70 W, 39, 2340 MHz
2026/08/15 04:12:35.262, 0 %, 89945 MiB, 89.14 W, 38, 2340 MHz
2026/08/15 04:12:40.262, 0 %, 1699 MiB, 87.54 W, 37, 2340 MHz
2026/08/15 04:12:45.263, 0 %, 0 MiB, 48.85 W, 36, 292 MHz
