timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz]
2026/08/15 02:42:06.320, 98 %, 88083 MiB, 320.95 W, 50, 2422 MHz
2026/08/15 02:42:11.320, 97 %, 88083 MiB, 318.80 W, 50, 2422 MHz
2026/08/15 02:42:16.321, 97 %, 88083 MiB, 315.26 W, 51, 2422 MHz
2026/08/15 02:42:21.321, 97 %, 88083 MiB, 322.26 W, 51, 2422 MHz
2026/08/15 02:42:26.322, 97 %, 88083 MiB, 319.13 W, 51, 2422 MHz
2026/08/15 02:42:31.322, 97 %, 88083 MiB, 321.78 W, 51, 2422 MHz
2026/08/15 02:42:36.323, 97 %, 88083 MiB, 314.85 W, 51, 2422 MHz
2026/08/15 02:42:41.323, 97 %, 88083 MiB, 320.49 W, 51, 2422 MHz
2026/08/15 02:42:46.324, 97 %, 88083 MiB, 323.10 W, 51, 2422 MHz
2026/08/15 02:42:51.324, 98 %, 90247 MiB, 448.00 W, 55, 2400 MHz
2026/08/15 02:42:56.325, 98 %, 90247 MiB, 449.81 W, 58, 2400 MHz
2026/08/15 02:43:01.325, 98 %, 90247 MiB, 451.02 W, 57, 2400 MHz
2026/08/15 02:43:06.326, 98 %, 90247 MiB, 459.63 W, 59, 2400 MHz
2026/08/15 02:43:11.326, 98 %, 91543 MiB, 450.18 W, 59, 2400 MHz
2026/08/15 02:43:16.327, 98 %, 91543 MiB, 445.86 W, 61, 2400 MHz
2026/08/15 02:43:21.327, 98 %, 92983 MiB, 448.31 W, 60, 2400 MHz
2026/08/15 02:43:26.328, 99 %, 92983 MiB, 447.71 W, 61, 2400 MHz
2026/08/15 02:43:31.328, 98 %, 92983 MiB, 448.98 W, 60, 2400 MHz
2026/08/15 02:43:36.329, 98 %, 92983 MiB, 448.86 W, 60, 2400 MHz
2026/08/15 02:43:41.330, 99 %, 92983 MiB, 453.47 W, 61, 2400 MHz
2026/08/15 02:43:46.330, 98 %, 92983 MiB, 460.97 W, 62, 2400 MHz
2026/08/15 02:43:51.331, 70 %, 1699 MiB, 223.58 W, 54, 2422 MHz
2026/08/15 02:43:56.331, 0 %, 1699 MiB, 86.64 W, 49, 2430 MHz
2026/08/15 02:44:01.332, 0 %, 0 MiB, 50.68 W, 46, 180 MHz
2026/08/15 02:44:06.332, 0 %, 0 MiB, 33.43 W, 43, 180 MHz
2026/08/15 02:44:11.333, 0 %, 3 MiB, 36.60 W, 41, 180 MHz
2026/08/15 02:44:16.333, 0 %, 3 MiB, 34.65 W, 39, 180 MHz
2026/08/15 02:44:21.334, 0 %, 1583 MiB, 86.54 W, 39, 2332 MHz
2026/08/15 02:44:26.334, 12 %, 31451 MiB, 90.66 W, 39, 2332 MHz
2026/08/15 02:44:31.335, 0 %, 84653 MiB, 87.94 W, 38, 2332 MHz
2026/08/15 02:44:36.335, 44 %, 85453 MiB, 206.58 W, 44, 2347 MHz
2026/08/15 02:44:41.336, 26 %, 85711 MiB, 144.23 W, 41, 2317 MHz
2026/08/15 02:44:46.336, 21 %, 85947 MiB, 192.21 W, 41, 2302 MHz
2026/08/15 02:44:51.337, 0 %, 87029 MiB, 87.60 W, 39, 2332 MHz
2026/08/15 02:44:56.337, 0 %, 87397 MiB, 88.00 W, 38, 2332 MHz
2026/08/15 02:45:01.338, 0 %, 87397 MiB, 85.57 W, 38, 2332 MHz
2026/08/15 02:45:06.339, 99 %, 87631 MiB, 563.02 W, 57, 2340 MHz
2026/08/15 02:45:11.339, 95 %, 87633 MiB, 535.97 W, 61, 2355 MHz
2026/08/15 02:45:16.340, 100 %, 87633 MiB, 525.28 W, 60, 2362 MHz
2026/08/15 02:45:21.340, 100 %, 87635 MiB, 527.23 W, 65, 2370 MHz
2026/08/15 02:45:26.341, 100 %, 87637 MiB, 515.56 W, 64, 2370 MHz
2026/08/15 02:45:31.341, 100 %, 87637 MiB, 506.66 W, 62, 2370 MHz
2026/08/15 02:45:36.342, 97 %, 87637 MiB, 510.70 W, 65, 2362 MHz
2026/08/15 02:45:41.342, 100 %, 87637 MiB, 499.33 W, 67, 2377 MHz
2026/08/15 02:45:46.343, 100 %, 87639 MiB, 501.68 W, 64, 2377 MHz
2026/08/15 02:45:51.343, 100 %, 87639 MiB, 496.30 W, 66, 2370 MHz
2026/08/15 02:45:56.343, 100 %, 87639 MiB, 503.15 W, 70, 2370 MHz
2026/08/15 02:46:01.344, 98 %, 87639 MiB, 498.41 W, 70, 2377 MHz
2026/08/15 02:46:06.344, 100 %, 87639 MiB, 492.31 W, 68, 2377 MHz
2026/08/15 02:46:11.345, 100 %, 87639 MiB, 496.93 W, 71, 2370 MHz
2026/08/15 02:46:16.345, 99 %, 87639 MiB, 496.37 W, 71, 2377 MHz
2026/08/15 02:46:21.346, 96 %, 87639 MiB, 490.20 W, 70, 2385 MHz
2026/08/15 02:46:26.346, 99 %, 87639 MiB, 489.27 W, 67, 2377 MHz
2026/08/15 02:46:31.347, 100 %, 87639 MiB, 496.10 W, 68, 2370 MHz
2026/08/15 02:46:36.347, 96 %, 87639 MiB, 505.29 W, 67, 2377 MHz
2026/08/15 02:46:41.348, 100 %, 87639 MiB, 485.29 W, 70, 2385 MHz
2026/08/15 02:46:46.348, 89 %, 89943 MiB, 422.75 W, 62, 2415 MHz
2026/08/15 02:46:51.349, 98 %, 89943 MiB, 396.55 W, 61, 2422 MHz
2026/08/15 02:46:56.349, 0 %, 89943 MiB, 89.17 W, 53, 2430 MHz
2026/08/15 02:47:01.350, 0 %, 89943 MiB, 86.93 W, 49, 2422 MHz
2026/08/15 02:47:06.350, 0 %, 89943 MiB, 84.93 W, 47, 2422 MHz
2026/08/15 02:47:11.351, 98 %, 89943 MiB, 384.60 W, 52, 2415 MHz
2026/08/15 02:47:16.351, 98 %, 89943 MiB, 388.01 W, 54, 2422 MHz
2026/08/15 02:47:21.352, 0 %, 89943 MiB, 84.69 W, 45, 2430 MHz
2026/08/15 02:47:26.352, 0 %, 89943 MiB, 89.46 W, 44, 2332 MHz
2026/08/15 02:47:31.353, 0 %, 89943 MiB, 89.46 W, 42, 2332 MHz
2026/08/15 02:47:36.353, 97 %, 89943 MiB, 380.95 W, 50, 2415 MHz
2026/08/15 02:47:41.354, 0 %, 89943 MiB, 145.26 W, 45, 2422 MHz
2026/08/15 02:47:46.354, 0 %, 89943 MiB, 89.56 W, 43, 2332 MHz
2026/08/15 02:47:51.355, 0 %, 89943 MiB, 88.73 W, 41, 2332 MHz
2026/08/15 02:47:56.355, 98 %, 89943 MiB, 178.78 W, 46, 2377 MHz
2026/08/15 02:48:01.356, 97 %, 89943 MiB, 380.16 W, 49, 2415 MHz
2026/08/15 02:48:06.357, 0 %, 89943 MiB, 89.00 W, 43, 2332 MHz
2026/08/15 02:48:11.357, 0 %, 89943 MiB, 87.75 W, 41, 2332 MHz
2026/08/15 02:48:16.358, 0 %, 89943 MiB, 88.00 W, 40, 2332 MHz
2026/08/15 02:48:21.358, 98 %, 89943 MiB, 379.46 W, 47, 2415 MHz
2026/08/15 02:48:26.359, 98 %, 89943 MiB, 380.26 W, 49, 2415 MHz
2026/08/15 02:48:31.359, 0 %, 89943 MiB, 87.03 W, 41, 2332 MHz
2026/08/15 02:48:36.360, 0 %, 89943 MiB, 86.78 W, 40, 2332 MHz
2026/08/15 02:48:41.360, 0 %, 89943 MiB, 86.78 W, 39, 2332 MHz
2026/08/15 02:48:46.361, 89 %, 89943 MiB, 372.24 W, 47, 2415 MHz
2026/08/15 02:48:51.361, 0 %, 89943 MiB, 94.91 W, 43, 2332 MHz
2026/08/15 02:48:56.362, 0 %, 89943 MiB, 88.00 W, 41, 2332 MHz
2026/08/15 02:49:01.362, 0 %, 89943 MiB, 87.75 W, 40, 2332 MHz
